id,food_name,aliases,category,energy_kcal,protein_g,fat_g,carb_g
J0414401,康氏馬加鰆切片(含皮),"土魠,馬加,馬鮫,梭齒,頭魠,鰆,土托,康氏馬發,塗魠(澎湖)",魚貝類,176,19.3,10.4,1.5
J0414501,臺灣馬加鰆,"白北,白腹仔",魚貝類,180,20.2,10.4,0
J0414601,鮪魚生魚片,,魚貝類,100,23.3,0.1,0
J0414701,鯖魚(生),,魚貝類,417,14.4,39.4,0.2
J0414801,鯖魚(炒),,魚貝類,410,16.7,37.6,0.1
J0414802,鯖魚(炸),,魚貝類,555,17.2,53.4,0.1
J0414803,"鯖魚(烤,150度,10分)",,魚貝類,412,16.5,37.8,0
J0414804,"鯖魚(烤,150度,20分)",,魚貝類,396,19.1,34.8,0
J0414805,"鯖魚(烤,150度,30分)",,魚貝類,536,19.9,50,0
J0414806,"鯖魚(烤,180度,10分)",,魚貝類,373,20.2,31.8,0
J0414807,"鯖魚(烤,210度,10分)",,魚貝類,472,19,43.4,0
J0414808,鯖魚(煮),,魚貝類,375,14.9,34.5,0.4
J0414809,鯖魚(煎),,魚貝類,403,20,35.9,0
J0414810,鯖魚(蒸),,魚貝類,392,14.6,36.5,0.7
J0414901,旗魚切片,"翹翅仔,白肉旗魚,闊胸仔,立翅旗魚,白皮丁挽,白皮旗魚",魚貝類,111,26,0,0.8
J0414902,旗魚腹肉,"翹翅仔,白肉旗魚,闊胸仔,立翅旗魚,白皮丁挽,白皮旗魚",魚貝類,105,22.2,1.1,0
J0415001,刺鯧(去皮),"肉魚,肉鯽仔,土肉,肉鯽,瓜仔鯧,刺鯧",魚貝類,95,18.8,1.6,0.1
J0415101,刺鯧(含皮),"肉魚,肉鯽仔,土肉,肉鯽,瓜仔鯧,刺鯧",魚貝類,155,17.8,8.7,0
J0415201,星斑真鯧,"(市售稱""花鯧"")",魚貝類,214,15.6,16.3,0
J04153,銀鯧平均值(去皮),"白(正/暗)鯧,白鯧魚,鯧仔魚,黑鰭,車片魚",魚貝類,115,17.7,4.4,0.2
J0415301,銀鯧(2月),"白鯧,正鯧,銀鯧,支子",魚貝類,123,17.9,5.1,0
J0415302,銀鯧(3月),"白鯧,正鯧,銀鯧,支子",魚貝類,120,17.6,5,0.7
J0415303,銀鯧(5月),"白鯧,正鯧,銀鯧,支子",魚貝類,105,16.4,3.9,0
J0415304,銀鯧(8月),"白鯧,正鯧,銀鯧,支子",魚貝類,101,17.7,2.9,1.6
J0415305,銀鯧(12月),"白鯧,正鯧,銀鯧,支子",魚貝類,126,19.1,5,0.2
J0415401,銀鯧(含皮),"白鯧,正鯧,銀鯧,支子",魚貝類,124,16.8,5.8,1.1
J0415501,斑鱧,"鮕鮘,雷魚,南鱧,臺灣雷魚,臺灣魚虎",魚貝類,119,18.3,4.5,0
J0415601,大口鰜切片(含皮),"咬龍狗,左口,扁魚,皇帝魚,比目魚,咬網狗/肉瞇仔(澎湖)",魚貝類,166,14.7,11.5,0
J0415701,鰈魚切片,大比目魚(扁鱈),魚貝類,201,13.2,16.1,0
J0415801,雙線鬚鰨,"牛舌,龍舌,扁魚,皇帝魚,比目魚",魚貝類,92,19.9,0.8,0.3
J0415901,單角革單棘魨(去皮),"白達仔,一角剝,薄葉剝,光復魚,剝皮魚,狄仔魚(興達),掃帚",魚貝類,79,17.2,0.6,0
J0416001,單角革單棘魨(含皮),"白達仔,一角剝,薄葉剝,光復魚,剝皮魚,狄仔魚(興達),掃帚",魚貝類,76,17.9,0,0
J0416101,克氏兔頭魨,"鯖河魨,煙仔規,黃魚規,烏魚規,青皮魚規,金紙規,規仔,金規(澎湖)",魚貝類,77,17.8,0.1,0
J0416201,翻車魨腹肉,"翻車魚,蜇魴,蜇魚,海蟲(澎湖),曼波(成功)",魚貝類,47,10.2,0.4,0.7
J0416301,犬牙南極魚切片,"南極鱈,美露鱈,黑狗鱈,智利海鱸(圓鱈)",魚貝類,282,12.1,25.5,0
J0416401,低眼無齒芒魚片(芒加魚邊),,魚貝類,76,14.2,1.7,0
J0416501,秋刀魚,"竹刀魚,山瑪魚",魚貝類,277,18.8,21.8,4.1
J0416601,毛鱗魚,"喜相逢,多春魚,樺太柳葉魚（日文）",魚貝類,145,14.1,9.4,0.4
J0600101,圓鱈魚鰓肉,,魚貝類,84,14.5,2.5,3.9
J0600201,鯛魚下巴,鯛魚喉,魚貝類,245,16.1,19.6,0
J0600301,鯊魚翅,魚翅,魚貝類,186,43.5,0,0
J0600401,魚翅唇,,魚貝類,47,9.9,0.6,0
J0600501,翻車魨魚皮,"曼波魚皮,翻車魚皮",魚貝類,28,6.5,0,0
J0600601,鯊魚皮,,魚貝類,54,12.4,0.2,0
J0600701,魚漿(旗魚),,魚貝類,110,16.8,1.3,7.8
J0700301,鮸魚卵(加工),,魚貝類,184,21.9,10.1,3.6
J0700401,鯔魚卵,烏魚卵,魚貝類,256,26.3,15.9,3.2
J0700601,鰆魚卵,土魠魚卵,魚貝類,193,23.5,10.2,0.2
J0700701,鰹魚卵,,魚貝類,184,21.5,10.2,0.6
J0702101,鯔魚精囊,鯔(烏)魚鰾(膘),魚貝類,89,17.3,1.7,0
J0705101,鮟鱇魚肝,,魚貝類,136,13.6,8.6,1.9
J0707101,旗魚肚,,魚貝類,99,22.5,0.4,2.9
J0707201,鮪魚肚,,魚貝類,106,23.4,0.7,0
J0800101,小魚干,,魚貝類,335,69.2,4.4,0
J0800201,扁魚干,,魚貝類,354,66.3,7.9,1.1
J0800401,柴魚片,,魚貝類,383,76.5,6.2,2.6
J2100101,羅氏沼蝦,"泰國蝦,泰國長臂大蝦,淡水長臂大蝦",魚貝類,88,20.3,0.2,0.2
J2100201,北方長額蝦(加工),"北極蝦,北極甜蝦,冷水蝦",魚貝類,122,19.9,4.1,2.7
J2100301,東方異腕蝦,"米諾蝦,鐵甲蝦,蝦母,大頭蝦",魚貝類,78,17.7,0.3,0
J2100401,胭脂蝦,"文蝦(""葉狀擬鬚蝦或雄壯鬚蝦"")",魚貝類,114,13.8,6.1,0.7
J2100501,日本玻璃蝦,"水晶蝦,白丁",魚貝類,83,16.2,1.5,2
J2100601,相模後海螯蝦,"相模角蝦,小龍蝦,鐵甲蝦,角蝦,蝦猴",魚貝類,79,17.9,0.3,0
J2100701,中國對蝦,對蝦;明蝦;大蝦;黃蝦;青蝦;大正蝦,魚貝類,84,19.3,0.2,1
J21008,日本對蝦平均值,"斑節蝦,雷公蝦,明蝦,九節蝦",魚貝類,97,21.3,0.7,0.4
J2100801,日本對蝦(大),"斑節蝦,雷公蝦,明蝦,九節蝦",魚貝類,97,21.6,0.5,0
J2100802,日本對蝦(小),"斑節蝦,雷公蝦,明蝦,九節蝦",魚貝類,96,20.9,0.8,1.8
J21009,白對蝦平均值,"南美白蝦,美洲白蝦,南美白對蝦,白蝦",魚貝類,99,21.3,0.9,0
J2100901,白對蝦(大),"南美白蝦,美洲白蝦,南美白對蝦,白蝦",魚貝類,109,22.3,1.5,0
J2100902,白對蝦(小),"南美白蝦,美洲白蝦,南美白對蝦,白蝦",魚貝類,96,21.4,0.5,0
J2100903,白對蝦(小)(2022年取樣),"南美白蝦,美洲白蝦,南美白對蝦,白蝦",魚貝類,93,20.3,0.7,1.3
J2101001,哈氏彷對蝦,"長角仿對蝦,劍蝦,紅(正)劍,硬槍蝦",魚貝類,82,18.7,0.2,0.6
J2101101,草對蝦,草蝦;烏斑節仔,魚貝類,100,22,0.7,1
J2101201,藍對蝦,藍蝦,魚貝類,95,20.9,0.6,0
J2101301,鬚赤蝦,"鬚赤對蝦,厚殼蝦(仔),火燒蝦,狗蝦,大厚殼",魚貝類,92,20.7,0.4,0.6
J2101401,大管鞭蝦,"憂鬱管鞭蝦,大頭紅蝦,大頭蝦,紅中蝦,蔥頭蝦",魚貝類,88,19.8,0.3,0.6
J2101501,隆脊管鞭蝦,"大頭紅蝦,大頭蝦,紅蝦,蔥頭蝦",魚貝類,96,22.1,0.2,0.6
J2101601,螳螂蝦,"蝦蛄,蝦猴,蝦姑仔,攋尿蝦(常誤寫為瀨或賴)",魚貝類,67,14.7,0.5,0
J2101701,日本龍蝦,龍蝦;台灣龍蝦;紅腳蝦;紅殼仔;正龍蝦;紅龍蝦,魚貝類,93,21.5,0.1,1
J2101801,正櫻蝦(生),"櫻花蝦,花殼仔,櫻桃蝦,玫瑰蝦,火焰蝦",魚貝類,88,17.9,1.3,0
J2101901,正櫻蝦(熟),"櫻花蝦,花殼仔,櫻桃蝦,玫瑰蝦,火焰蝦",魚貝類,97,19.6,1.4,0
J2102001,正櫻蝦乾,"櫻花蝦,花殼仔,櫻桃蝦,玫瑰蝦,火焰蝦",魚貝類,253,52.6,3.1,13.4
J2200101,大頭蝦仁,,魚貝類,40,8.8,0.2,0
J2200201,明蝦仁,,魚貝類,52,11.9,0.1,0
J2200301,紅蝦仁,,魚貝類,43,9.5,0.3,1.5
J2200401,海鱸蝦仁,,魚貝類,73,16.3,0.4,1.3
J2200501,草蝦仁,,魚貝類,44,9.7,0.3,0.9
J2200601,鳳尾蝦仁,,魚貝類,64,13.4,0.8,0.3
J2200701,鬚赤蝦仁,火燒蝦仁,魚貝類,80,17.1,0.7,0
J2300101,蝦皮,,魚貝類,155,33.6,1.3,2.7
J2300201,蝦米,,魚貝類,264,57.1,2.2,0
J2300301,金鉤蝦乾,"海米,扁米,開洋",魚貝類,257,54.6,2.6,0
J2500101,紅蟳,"青蟳(蟹)(交配後卵巢成熟雌蟹),菜蟳",魚貝類,122,20.9,3.6,6.5
J2500201,蛙形蟹,"旭蟹,蝦姑頭,候貝切,紅面猴,海臭蟲,西姑麻",魚貝類,72,16.6,0.1,2.8
J2600101,蟹腳肉,,魚貝類,53,11.6,0.3,1.2
J3100101,竹蟶(冷凍),"竹蛤,竹蚶,蟶仔,竹節蟶",魚貝類,42,9,0.3,1.2
J31002,真牡蠣平均值,"正(大/長/鑄大)牡蠣,正(青)蚵,蚵仔,蚵,蠔",魚貝類,54,9.4,1.6,4.2
J3100201,真牡蠣,"正(大/長/鑄大)牡蠣,正(青)蚵,蚵仔,蚵,蠔",魚貝類,49,9,1.2,1.8
J3100202,帶殼真牡蠣(生蠔),"正(大/長/鑄大)牡蠣,正(青)蚵,蚵仔,蚵,蠔",魚貝類,59,9.8,1.9,6.7
J3100301,黑齒牡蠣,石蚵,魚貝類,55,9.7,1.5,3.1
J3100401,蝦夷海扇蛤,"扇貝,立帆蛤,帆立貝",魚貝類,70,13.7,1.2,2.3
J3100501,綠殼菜蛤,"孔雀蛤,淡菜,翡翠貽貝",魚貝類,96,17.8,2.2,2.6
J3100601,綠殼菜蛤干,"孔雀蛤干,淡菜干,翡翠貽貝干",魚貝類,263,43.7,8.5,23.9
J3100701,西施舌,"紫貝,西肚舌,西刀舌(蚶),紫晃肉,雙線血蚶,獅刀舌,西施貝",魚貝類,53,8.9,1.6,5.4
J3100801,台灣蜆,"蜆(蜊/拉)仔,河蜆",魚貝類,51,8.9,1.4,9.8
J3100901,大文蛤,"文蛤,普通文蛤",魚貝類,21,4.4,0.2,1.5
J3101001,文蛤,"粉蟯,蚶仔,麗文蛤,普通文蛤",魚貝類,37,7.6,0.5,2.7
J3101101,波紋橫簾蛤,"波紋巴非蛤,山瓜仔(子),海瓜仔(子)",魚貝類,48,9.2,1,4.6
J3101201,菲律賓簾蛤,"菲律賓蛤仔,海瓜子(仔)蛤,花蛤",魚貝類,37,7.5,0.5,4.1
J3101301,環文蛤,"赤嘴蛤,赤嘴仔,青蛤,海蜆,公代",魚貝類,46,8.7,1,3.7
J3200101,干貝(冷凍),"元貝,瑤柱",魚貝類,57,12.7,0.4,1.7
J32002,干貝(乾)平均值,,魚貝類,242,53.7,1.4,10.8
J3200201,干貝(乾),"元貝,瑤柱",魚貝類,256,58.5,0.7,15.5
J3200202,珠貝(乾),珍珠干貝,魚貝類,228,48.9,2.2,6.1
J3300101,牡蠣干,蚵干,魚貝類,243,41,7.5,26.2
J35001,真烏賊平均值,"花枝,墨魚,金烏賊,烏鰂,墨鬥魚",魚貝類,57,12.2,0.6,3.7
J3500101,真烏賊(大),"花枝,墨魚,金烏賊,烏鰂,墨鬥魚",魚貝類,61,13.9,0.3,0.8
J3500102,真烏賊(小),"花枝,墨魚,金烏賊,烏鰂,墨鬥魚",魚貝類,53,10.5,0.9,6.6
J3500201,章魚,"厚嘴仔,石居,八爪魚,坐蛸,石吸,望潮,死牛",魚貝類,61,13,0.6,0.9
J3500301,阿根廷魷,阿根廷滑柔魚,魚貝類,71,12.4,2,0.4
J3500401,泡魷魚,,魚貝類,50,11.3,0.2,3
J3500501,台灣鎖管,"鎖管,小卷",魚貝類,72,16,0.4,1.6
J3500601,尖鎖管,"尖仔鎖管,詩博加槍烏賊,尖仔,小卷(幼體)",魚貝類,100,20.2,1.5,2.4
J3500701,軟翅仔,"萊氏擬烏賊,軟翅鎖管,軟翅(薯/絲),泥障鰂,擬烏賊,柔魚",魚貝類,70,14.7,0.8,0.8
J3500801,香螺,"小天狗剌螺,雪螺",魚貝類,86,19.9,0.1,0
J3500901,象牙鳳螺,"鳳(花/風/皇)螺,象牙螺",魚貝類,78,16.9,0.7,3.6
J3501001,泥螺,黃泥螺,魚貝類,95,21.5,0.3,0.3
J3501101,雪螺,,魚貝類,40,8.9,0.3,0
J3501201,九孔螺,九孔;雜色鮑;石決明,魚貝類,73,15,1,5.8
J3501301,鮑魚,鰒魚;石決明;石決明貝,魚貝類,69,15.8,0.1,9.5
J3501501,蝸牛肉,,魚貝類,78,16.7,0.7,0
J3600101,烏賊精囊,"烏賊鰾(膘),花枝鰾(膘)",魚貝類,43,9.8,0.2,6.4
J3700101,小卷干,鎖管干(乾),魚貝類,246,53.2,2.1,4.7
J4100101,白海參,"海蚯蚓,沙糞",魚貝類,32,7.4,0.1,0
J4100201,仿刺參,刺參,魚貝類,36,8.2,0.1,0.8
J4100301,南美刺參,,魚貝類,52,12,0,0
J4100401,紅海參,,魚貝類,33,7.5,0.1,0
J4100501,黑烏參,,魚貝類,29,6.5,0.1,0
J5100101,海蜇皮,"瑝魚,海蛇,紅(面)蜇,鮓魚",魚貝類,19,4.4,0,2.2
K01001,雞蛋平均值,,蛋類,135,12.7,8.9,1.6
K0100101,雞蛋(白殼),,蛋類,139,12.9,9.2,1.3
K0100102,雞蛋(黃殼),,蛋類,132,12.5,8.6,2
K0100201,土雞蛋,,蛋類,129,12.9,8.1,1.7
K0100202,土雞蛋(2022年取樣),,蛋類,137,12.2,9.3,1.8
K0100301,烏骨雞蛋,,蛋類,160,12.7,11.6,2.4
K0100401,雞蛋(高DHA),,蛋類,132,12.5,8.6,1.8
K0100501,雞蛋(高次亞麻油酸),,蛋類,139,12.4,9.4,2.8
K0100601,雞蛋(高亞麻油酸),,蛋類,133,13,8.4,0.8
K0100701,初卵雞蛋,,蛋類,136,12.3,9.2,1.4
K0100801,雞蛋(高維生素A&E),,蛋類,134,12.1,9,0
K0100901,雞蛋(高維生素E),,蛋類,143,12.8,9.7,1.4
K01061,雞蛋白平均值,,蛋類,50,11.2,0.1,0.5
K0106101,雞蛋白(白殼),,蛋類,48,10.7,0.1,0
K0106102,雞蛋白(黃殼),,蛋類,52,11.6,0.2,1.2
K0106201,烏骨雞蛋白,,蛋類,47,10.6,0,1.7
K01081,雞蛋黃平均值,,蛋類,308,15.2,26.8,3.6
K0108101,雞蛋黃(白殼),,蛋類,330,16,28.9,1.6
K0108102,雞蛋黃(黃殼),,蛋類,286,14.5,24.7,5.6
K0108201,烏骨雞蛋黃,,蛋類,344,15.5,30.6,1.4
K0108301,雞蛋黃(高維生素E),,蛋類,314,16.2,27,5.4
K0110101,溫泉蛋,,蛋類,137,12.9,7.8,3.8
K0111101,雞水煮蛋,,蛋類,144,14,9.2,1.7
K0111601,雞水煮蛋白,,蛋類,61,13.6,0.2,1.5
K0111801,雞水煮蛋黃,,蛋類,343,15.5,30.5,2.9
K01121,茶葉蛋平均值,,蛋類,145,13.7,9.1,2.2
K0112101,茶葉蛋(市售),,蛋類,147,13.5,8.7,3.5
K0112102,茶葉蛋(浸泡隔夜),,蛋類,143,13.8,9.4,0.9
K0112601,茶葉蛋白(浸泡隔夜),,蛋類,54,12.9,0.1,0.4
K0112801,茶葉蛋黃(浸泡隔夜),,蛋類,344,15.7,30.3,2.2
K01131,雞皮蛋平均值,,蛋類,134,12.5,8.1,3
K0113101,雞皮蛋,,蛋類,142,12.8,8.5,3.6
K0113201,土雞皮蛋,,蛋類,127,12.2,7.6,2.3
K01201,滷蛋平均值,,蛋類,184,16.4,11.1,4.6
K0120101,雞滷蛋(市售),,蛋類,191,15.7,11.4,6.4
K0120102,雞滷蛋(現煮),,蛋類,178,16.6,11.1,3.1
K0120103,雞滷蛋(浸泡隔夜),,蛋類,182,16.9,10.8,4.4
K01206,滷蛋白平均值,,蛋類,87,16.7,0.2,4.6
K0120601,雞滷蛋白(現煮),,蛋類,84,16.6,0.2,3.9
K0120602,雞滷蛋白(浸泡隔夜),,蛋類,89,16.7,0.2,5.2
K01208,滷蛋黃平均值,,蛋類,379,17,33.7,1.9
K0120801,雞滷蛋黃(現煮),,蛋類,376,16.6,33.8,1.3
K0120802,雞滷蛋黃(浸泡隔夜),,蛋類,382,17.4,33.6,2.6
K0121101,雞鐵蛋,,蛋類,288,26.6,17.5,5.9
K0122101,雞水波蛋,(不帶殼水煮蛋),蛋類,147,11.6,10.7,0.8
K0123101,荷包蛋(不加油),,蛋類,162,14,11.2,1.4
K0123201,荷包蛋(加油1小匙),,蛋類,192,13,14.9,1.6
K0150101,煎蛋(不加油),,蛋類,161,13.5,11.3,4.9
K0150201,炒蛋(加油3大匙),,蛋類,215,12.9,16.1,4.6
K01503,蒸蛋平均值,,蛋類,64,5.3,4.6,2.2
K0150301,蒸蛋(市售),芙蓉豆腐,蛋類,32,3.6,1.8,3.4
K0150302,蒸蛋(微波爐),,蛋類,82,6.4,6,1.8
K0150303,蒸蛋(電鍋),,蛋類,80,5.8,6,1.3
K0200101,鴨蛋,,蛋類,187,13.1,14.4,0.2
K0200201,紅面番鴨蛋,,蛋類,198,13.1,15.6,0
K0206101,鴨蛋白,,蛋類,47,10.8,0,1.4
K0208101,鴨蛋黃,,蛋類,347,15.8,30.8,2
K0213101,鴨皮蛋,,蛋類,164,12.8,11.4,2.7
K02141,鴨鹹蛋平均值,,蛋類,185,13.3,14.1,1.1
K0214101,鴨生鹹蛋,,蛋類,178,12.5,14.7,0
K0214102,鴨熟鹹蛋,,蛋類,183,13.7,13.8,0.8
K0214103,鴨熟鹹蛋(薄鹽),,蛋類,194,13.7,13.8,3.5
K0214801,鴨鹹蛋黃,,蛋類,528,23.6,47.6,1.3
K0300101,鵪鶉蛋,鳥蛋,蛋類,172,12.7,13,1.2
K0311101,鵪鶉水煮蛋,鳥蛋,蛋類,163,12.3,12.1,0
K0313101,鵪鶉皮蛋,鳥蛋,蛋類,160,13.8,10.9,1.8
K0314101,鵪鶉鹹蛋,鳥蛋,蛋類,173,13.7,12.3,1.9
K0320101,鵪鶉滷蛋,鳥蛋,蛋類,238,16.2,14.3,11.1
K0321101,鵪鶉鐵蛋,鳥蛋,蛋類,439,28.8,26.9,20.4
K0400101,鴿蛋,鳥蛋,蛋類,96,10.2,5.7,2.5
K0500102,鵝蛋,,蛋類,179,10,15,3.2
L0100101,高脂鮮乳,"牛乳,牛奶",乳品類,73,3.2,4,6.1
L01021,全脂鮮乳平均值,"牛乳,牛奶",乳品類,63,3.1,3.6,4.8
L0102101,全脂鮮乳(1月取樣),"牛乳,牛奶",乳品類,62,2.9,3.6,4.7
L0102102,全脂鮮乳(4月取樣),"牛乳,牛奶",乳品類,62,2.9,3.6,4.6
L0102103,全脂鮮乳(6月取樣),"牛乳,牛奶",乳品類,63,3.2,3.6,4.6
L0102104,全脂鮮乳(9月取樣),"牛乳,牛奶",乳品類,64,2.8,3.6,5.3
L0102105,全脂鮮乳(10月取樣),"牛乳,牛奶",乳品類,64,3,3.7,4.8
L0102106,全脂鮮乳(11月取樣),"牛乳,牛奶",乳品類,62,3.1,3.5,4.6
L0102107,全脂鮮乳(12月取樣),"牛乳,牛奶",乳品類,64,3.2,3.4,5.2
L0102108,全脂鮮乳(7月取樣),"牛乳,牛奶",乳品類,65,3.7,3.7,4.2
L0104101,中脂鮮乳,"牛乳,牛奶",乳品類,48,3.1,1.9,4.8
L0106101,低脂鮮乳,"牛乳,牛奶",乳品類,43,3.3,1.1,5
L0110101,高脂強化鮮乳(鈣強化),"牛乳,牛奶",乳品類,68,3.2,3.9,5.2
L0110201,高脂強化鮮乳(寡醣強化),"牛乳,牛奶",乳品類,69,3.2,4.1,5.1
L0114101,中脂強化鮮乳(脂肪酸調整),"牛乳,牛奶",乳品類,59,2,2,8.6
L0116101,低脂強化鮮乳(維生素E強化),"牛乳,牛奶",乳品類,41,3,1.3,4.2
L0116201,低脂強化鮮乳(寡醣強化),"牛乳,牛奶",乳品類,46,3.1,1.3,5.5
L0118101,脫脂強化鮮乳(鈣強化),"牛乳,牛奶",乳品類,42,3.5,0.3,6.3
L0118201,脫脂強化鮮乳(寡醣強化),"牛乳,牛奶",乳品類,36,3.1,0.4,5.2
L0118301,脫脂強化鮮乳(鐵強化),"牛乳,牛奶",乳品類,41,4.2,0.2,5.6
L0124101,中脂調味乳(巧克力),"牛乳,牛奶",乳品類,63,1.9,2,9.2
L0124201,中脂調味乳(多穀類),"牛乳,牛奶",乳品類,67,2.4,3.1,7.6
L0124301,中脂調味乳(果汁),"牛乳,牛奶",乳品類,54,1.6,1.6,8.4
L0124401,中脂調味乳(鈣強化),"牛乳,牛奶",乳品類,68,2.3,2.6,8.9
L0124501,中脂調味乳(維生素強化),"牛乳,牛奶",乳品類,60,2,1.9,8.6
L0124601,中脂調味乳(纖維&維生素E強化),"牛乳,牛奶",乳品類,66,2.4,2.1,9.3
L0126101,低脂調味乳(木瓜),"牛乳,牛奶",乳品類,61,1.8,1.3,10.5
L0130101,高脂保久乳,"牛乳,牛奶",乳品類,71,3.1,5.1,3.4
L0132101,全脂保久乳,"牛乳,牛奶",乳品類,62,3,3.4,5.1
L0134101,中脂保久乳,"牛乳,牛奶",乳品類,48,3.2,1.8,4.8
L0146101,低脂強化保久乳(寡糖強化),"牛乳,牛奶",乳品類,46,3.2,1,6
L0154101,中脂調味保久乳(巧克力),"牛乳,牛奶",乳品類,60,1.9,1.7,9.3
L0154201,中脂調味保久乳(布丁),"牛乳,牛奶",乳品類,61,1.6,1.7,9.8
L0200101,全脂奶粉,乳粉,乳品類,504,26.4,28.2,37
L0204101,部份脫脂奶粉,乳粉,乳品類,420,32.8,11.6,46.1
L0204201,部份脫脂奶粉(即溶),乳粉,乳品類,445,23.7,16.4,51.6
L0204301,部份脫脂低乳糖奶粉,乳粉,乳品類,416,34.6,10.4,45.6
L0207101,脫脂奶粉,乳粉,乳品類,361,36.2,0.9,51.2
L0207201,脫脂奶粉(即溶),乳粉,乳品類,360,38,1,48.8
L0211101,全脂強化奶粉(纖維強化),乳粉,乳品類,500,25.6,27,39.5
L0214101,部份脫脂強化奶粉(鈣強化),乳粉,乳品類,408,25,11.8,51
L0214201,部份脫脂強化奶粉(纖維&DHA強化),乳粉,乳品類,476,23.2,22.1,47.3
L0214301,部份脫脂強化奶粉(纖維&鈣強化),乳粉,乳品類,375,35.9,3.7,48.9
L0214401,部份脫脂強化奶粉(脂肪酸調整),乳粉,乳品類,481,22.7,23.5,45.9
L0217101,脫脂強化奶粉(抗氧化),乳粉,乳品類,366,32.3,1,56.6
L0217201,脫脂強化奶粉(鈣&維生素A強化),乳粉,乳品類,360,38,1,48.8
L0217301,"脫脂強化奶粉(鈣&維生素C,E強化)",乳粉,乳品類,360,32.8,0.7,55.4
L0217401,脫脂強化奶粉(鈣&鐵強化),乳粉,乳品類,360,35.6,0.7,52.3
L0224101,部份脫脂調味奶粉(巧克力),乳粉,乳品類,406,14.1,6.9,71.9
L0224201,部份脫脂調味奶粉(果汁),乳粉,乳品類,435,19.8,12.3,61.4
L0308101,脫脂稀釋發酵乳,活菌乳酸飲料,乳品類,68,1.1,0.1,15.8
L0308201,脫脂稀釋發酵乳(鈣強化),活菌乳酸飲料,乳品類,72,1,0.1,16.9
L0312101,全脂濃稠發酵乳,優酪乳,乳品類,90,4.1,3.2,11.3
L0314101,中脂濃稠發酵乳,優酪乳,乳品類,82,2.9,2.3,12.6
L0314201,中脂濃稠發酵乳(無糖&纖維強化),優酪乳,乳品類,74,3.2,2.2,10.4
L0314301,中脂濃稠發酵乳(草莓),優酪乳,乳品類,89,3.1,2.7,13
L0316101,低脂濃稠發酵乳,優酪乳,乳品類,73,2.3,1.1,13.6
L0318101,脫脂濃稠發酵乳,優酪乳,乳品類,64,3,0.4,12.1
L0318201,脫脂濃稠發酵乳(低熱量),優酪乳,乳品類,37,2,0.1,6.9
L0318301,脫脂濃稠發酵乳(草莓),優酪乳,乳品類,68,2.3,0.4,13.8
L0318401,脫脂濃稠發酵乳(啤酒酵母),優酪乳,乳品類,34,2.1,0.1,6.4
L0320101,高脂凝態發酵乳(纖維強化),優格,乳品類,95,3.2,3.8,11.9
L0322101,全脂凝態發酵乳,優格,乳品類,97,3.1,3.3,13.6
L0324101,中脂凝態發酵乳(草莓),優格,乳品類,102,3.7,2.7,15.7
L0324201,中脂凝態發酵乳(蘆薈),優格,乳品類,90,1.7,2.5,15.1
L0328101,脫脂凝態發酵乳(纖維強化),優格,乳品類,84,4.1,0.5,15.9
L0338101,脫脂保久稀釋發酵乳,乳酸飲料,乳品類,46,0.1,0.1,11
L0348101,脫脂保久濃稠發酵乳(草莓&蘋果),保久優酪乳,乳品類,68,3,0.2,13.6
L0400101,淡煉乳,"蒸發乳,奶水",乳品類,137,6.5,8.3,9.1
L0400201,加糖部份脫脂煉乳,,乳品類,325,7.5,7.8,56.2
L0500101,切片乾酪,"起司,芝士(市售亦稱""乳酪"")",乳品類,309,18.3,23.7,5.9
L0500201,切片乾酪(低脂),"起司,芝士(市售亦稱""乳酪"")",乳品類,241,21.7,13,8.8
L0500301,刨絲乾酪,"起司,芝士(市售亦稱""乳酪"")",乳品類,323,25.1,22.6,4.4
L0500401,乾酪粉,"起司粉,芝士粉(市售亦稱""乳酪粉"")",乳品類,480,40.4,34,3.1
L1000101,鮮奶可可,"巧克力牛奶,阿華田拿鐵",乳品類,80,2.1,2.7,11.6
L1000201,木瓜牛奶,,乳品類,42,1.7,0.6,7.7
L1100101,高脂鮮羊乳,羊奶,乳品類,65,3.4,4,4.2
L1104101,中脂鮮羊乳,羊奶,乳品類,48,2.7,2.4,3.9
L1132101,保久羊乳,羊奶,乳品類,59,3,3.3,4.5
L1154101,中脂調味保久羊乳(巧克力),羊奶,乳品類,59,1.1,1.5,10.3
L1154201,中脂調味保久羊乳(果汁),羊奶,乳品類,75,2.9,2.8,9.5
L1200101,全脂羊奶粉,羊乳粉,乳品類,510,26.7,29.8,34.8
L1200201,全脂羊奶粉(即溶),羊乳粉,乳品類,517,25.9,30.8,35.1
M0100101,牛油(未精煉),,油脂類,642,0,71.9,4.2
M0100201,牛油(精煉),,油脂類,885,0,99.1,0.6
M0200101,豬油,,油脂類,890,0,99.7,0
M0200102,豬油(2022年取樣),,油脂類,892,0,99.9,0
M0200201,高油酸豬油,,油脂類,893,0,100,0
M0300101,雞油,,油脂類,891,0,99.8,0
M0900101,"奶油(固態,不加鹽)","動物性奶油(CNS命名""乳酪"")",油脂類,733,0.6,82.7,0.9
M0900201,"奶油(固態,加鹽)","動物性奶油(CNS命名""乳酪"")",油脂類,699,0.7,77.5,3.7
M0900301,奶油(液態),"動物性奶油,鮮奶油(CNS命名""乳油"")",油脂類,340,2,39.1,0
