id,food_name,aliases,category,energy_kcal,protein_g,fat_g,carb_g
A0100101,大麥仁,"小薏仁,洋薏仁,珍珠薏仁",穀物類,365,8.6,1.6,77.1
A0110101,大麥片,,穀物類,365,8.6,1.8,76.7
A0120101,大麥仁粉,"小薏仁粉,洋薏仁粉,珍珠薏仁粉",穀物類,389,7.1,1.3,85
A0200101,小米,,穀物類,370,11.3,3.7,71.7
A0200201,糯小米,,穀物類,360,12.5,1.5,72.5
A0300101,小麥,,穀物類,362,14.1,2.6,69.2
A0310101,小麥胚芽,,穀物類,417,31.4,11.6,47.9
A0320101,去筋麵粉,澄粉,穀物類,355,0.2,0.1,85.7
A0320202,低筋麵粉,,穀物類,364,8.1,1.2,78.2
A0320301,中筋麵粉,,穀物類,361,11.5,1.3,74.1
A0320404,高筋麵粉,,穀物類,362,12.9,1.2,73.1
A0320405,高筋麵粉(2021年取樣),強力粉,穀物類,362,13.8,1.3,72.2
A0320505,全麥麵粉,,穀物類,359,13,1.7,71.4
A0320601,雜糧中筋麵粉,,穀物類,361,13.1,2.3,72
A0320702,雜糧高筋麵粉,,穀物類,360,14.3,2.8,69.6
A0400101,白玉米,,穀物類,66,3.4,0.6,11.5
A0400201,紫玉米,,穀物類,168,4.5,1,34.4
A0400301,甜玉米,"玉米,黃玉米",穀物類,107,3.3,2.5,17.8
A0400401,雙色水果玉米,"玉米,黃玉米",穀物類,105,3.1,2.6,17.5
A0400501,糯玉米,,穀物類,172,4.7,1.9,33.4
A0400601,冷凍玉米粒,,穀物類,174,3.1,8.2,22.5
A0410101,乾玉米粒,,穀物類,373,10.9,3.9,72.2
A0410201,玉米胚芽,"玉米仁,珍珠米",穀物類,366,7,0.9,80.3
A0420101,玉米粉,,穀物類,369,0.3,0.4,88.3
A05001,秈米平均值,"在來米,長米",穀物類,357,7.8,0.9,77.4
A0500101,秈米(台中在來2號),"在來米,長米",穀物類,355,8.2,1,76.3
A0500102,秈米(台中秈10號),"在來米,長米",穀物類,358,7.4,0.7,78.5
A0500103,秈米(台中秈10號)(2024年取樣),"在來米,長米",穀物類,357,6.1,0.6,79.8
A05002,稉米平均值,"蓬萊米,圓米",穀物類,354,7,0.7,77.8
A0500201,稉米(台中189號),"蓬萊米,圓米",穀物類,356,7.5,0.6,78.1
A0500202,稉米(台南11號),"蓬萊米,圓米",穀物類,348,6.7,0.5,77.2
A0500203,稉米(台稉2號),"蓬萊米,圓米",穀物類,357,7.2,0.5,78.7
A0500204,稉米(台稉8號),"蓬萊米,圓米",穀物類,355,6.9,0.4,78.8
A0500205,稉米(台稉9號),"蓬萊米,圓米",穀物類,353,6.6,0.6,78.2
A0500206,稉米(台農71號),"蓬萊米,圓米,益全香米",穀物類,357,7.9,0.6,77.8
A0500207,稉米(高雄139號),"蓬萊米,圓米",穀物類,357,6.1,1.2,78.5
A0500208,稉米(高雄142號),"蓬萊米,圓米",穀物類,353,7,0.6,77.7
A0500209,稉米(高雄145號),,穀物類,364,6.8,1,80
A0500210,稉米(高雄139號)(2021年取樣),"蓬萊米,圓米",穀物類,352,5.7,0.5,79.2
A0500301,越光米,"蓬萊米,圓米",穀物類,340,7.6,1,73.3
A0500302,越光米(台南16號)(2024年取樣),"蓬萊米,圓米",穀物類,356,6.9,0.3,79.1
A0500401,秈型糯米(台中糯70號),長糯米,穀物類,361,7.9,0.9,78.4
A05005,稉型糯米平均值,圓糯米,穀物類,358,8.3,0.8,77.4
A0500501,稉型糯米,圓糯米,穀物類,359,8.4,0.5,78
A0500502,稉型糯米(台稉糯1號),圓糯米,穀物類,358,8.2,1.1,76.8
A0500601,野生紅米,,穀物類,360,7.7,2.6,74.7
A0500701,紅糯糙米,,穀物類,362,9.9,2.8,72.6
A0500801,黑秈糯糙米,"黑糯米,紫糯米,紫米,貢米,長生米",穀物類,357,10.1,3.5,70.1
A0500901,胚芽秈米(台中秈10號),,穀物類,363,8.3,2.1,76.1
A05010,胚芽稉米平均值,,穀物類,362,8.2,1.6,76.8
A0501001,胚芽稉米(台稉10號）,,穀物類,360,7.3,1.7,77.2
A0501002,胚芽稉米(台稉9號),,穀物類,363,9.1,1.5,76.5
A05011,發芽稉米平均值,發芽糙米,穀物類,355,7.8,2.3,74
A0501103,發芽稉米(台稉71號),"發芽糙米,益全香米發芽米",穀物類,357,7.4,2.8,73.9
A0501104,發芽稉米(台稉9號）,發芽糙米,穀物類,353,8.2,1.9,74.1
A0501201,糙秈米,糙米,穀物類,359,7.3,3.2,73.6
A05013,糙稉米平均值,糙米,穀物類,364,7.4,2.3,76.6
A0501301,糙稉米(台稉71號),益全香米糙米,穀物類,360,9,2.6,73.6
A0501302,糙稉米(台稉9號),糙米,穀物類,364,7.4,2.3,76.6
A0501401,黑秈糙米,黑米,穀物類,363,7.5,3.5,74
A0510101,加鈣米,,穀物類,355,7.4,0.7,77.7
A0510201,高纖米,高纖蓬萊米,穀物類,363,8.3,2.5,75.2
A0510301,五穀米,,穀物類,358,8.7,2.9,72.9
A0510401,米胚芽,,穀物類,391,17,12.7,52.9
A0520201,秈米粉,在來米粉,穀物類,363,4.2,0.4,83.4
A0520301,糙米粉,,穀物類,393,11.3,3.2,78.1
A0520401,白糯米粉,,穀物類,360,4.5,0.4,82.3
A0550601,白飯,,穀物類,183,3.1,0.3,41
A0600101,高梁,,穀物類,372,11,3,73.6
A0600201,糯高梁,,穀物類,362,10.7,1,75.7
A0710101,黑麥片,,穀物類,359,7.8,1.2,77.3
A0800101,燕麥,,穀物類,406,10.9,10.2,67.4
A0810101,燕麥片,,穀物類,393,12.3,9.7,64.1
A0810201,即食燕麥片,,穀物類,406,11.9,9.6,67.9
A0900101,蕎麥(甜蕎),三角米,穀物類,361,11,2.9,71.3
A1000101,薏仁,"薏仁,薏苡仁",穀物類,378,14.1,6.1,66.2
A1000201,糙薏仁,紅薏仁,穀物類,387,13.7,7.4,65.9
A1020101,薏仁粉,,穀物類,395,10.9,3.5,80
A1100101,紅藜麥,,穀物類,379,12.1,6.7,66.8
A1100201,台灣藜(紅)(帶殼),"藜,赤藜,紫藜,紅心藜,紅藜,食用藜",穀物類,386,14.9,8.5,62.3
B0100101,淮山,"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",澱粉類,363,5.3,0.3,82.4
B01002,山藥平均值,"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",澱粉類,85,2.8,0.1,17.8
B0100201,山藥(二刺),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",澱粉類,89,2.7,0.1,18.9
B0100202,山藥(大汕1號),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",澱粉類,80,2.4,0.1,17
B0100203,山藥(大汕3號),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",澱粉類,73,2.6,0.1,15
B0100204,山藥(大刺),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",澱粉類,85,3.5,0.1,17.1
B0100205,山藥(中國長品),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",澱粉類,74,2.5,0.1,15.5
B0100206,山藥(台農1號),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",澱粉類,93,2.6,0.1,19.9
B0100207,山藥(台農2號),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",澱粉類,95,3.2,0.1,19.9
B0100208,山藥(白皮削),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",澱粉類,75,2.5,0.1,15.7
B0100209,山藥(尖石原生種),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",澱粉類,65,3.1,0.1,12.4
B0100210,山藥(宜蘭原生種),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",澱粉類,140,4.8,0.2,29.1
B0100211,山藥(花蓮3號),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",澱粉類,93,1.7,0.1,20.9
B0100212,山藥(青森),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",澱粉類,94,2.6,0.2,19.9
B0100213,山藥(高田),"山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)",澱粉類,71,3.1,0.1,14
B0100214,山藥(白肉),日本山藥,澱粉類,69,2.1,0.1,14.4
B0200301,紫山藥,"山薯,田薯,薯蕷,長薯,血薯;淮山(加工後)",澱粉類,92,2.8,0.1,19.6
B0320101,木薯粉,樹薯粉,澱粉類,362,0.1,0.2,87.3
B0400101,白皮甘藷,"甘薯,番薯,甜薯,地瓜,田薯,土薯,白薯",澱粉類,119,1.3,0.1,27.5
B0400201,菱角牛奶甘藷,"甘薯,番薯,甜薯,地瓜,田薯,土薯,白薯",澱粉類,133,1.9,0.3,29.9
B0400301,芋心甘藷,"甘薯,番薯,甜薯,地瓜,田薯,土薯,紅薯,紫心甘薯,芋頭(仔)番薯",澱粉類,122,1.1,0.1,28.5
B0400401,紅肉甘藷,"甘薯,番薯,甜薯,地瓜,田薯,土薯",澱粉類,114,1.8,0.2,25.4
B0400501,金時甘藷,"甘薯,番薯,甜薯,地瓜,田薯,土薯",澱粉類,138,1.6,0.4,31.3
B0400601,黃肉甘藷,"甘薯,番薯,甜薯,地瓜,田薯,土薯",澱粉類,121,1.3,0.2,27.8
B0420101,甘藷粉,"甘薯粉,蕃薯粉,甜薯粉,地瓜粉",澱粉類,358,1,0.2,85.5
B0450101,油炸脫水甘藷,,澱粉類,525,2.3,30.1,61.2
B0500101,芋頭,"芋頭,芋艿,芋乃,芋仔,青芋,土芝",澱粉類,128,2.5,1.1,26.4
B0500201,小芋頭(山芋),"芋頭,芋艿,芋乃,芋仔,青芋,土芝",澱粉類,113,2.3,1.2,22.8
B0500301,檳榔心芋,"芋頭,芋艿,芋乃,芋仔,青芋,土芝",澱粉類,121,1.3,0,28.1
B0500302,檳榔心芋(2021年取樣),"芋頭,芋艿,芋乃,芋仔,青芋,土芝",澱粉類,107,1.1,0,24.8
B0500401,冷凍芋頭塊,,澱粉類,147,2.2,4.3,24.9
B0520101,芋頭粉,,澱粉類,333,0.1,0,83.1
B0600101,豆薯,"刈薯,涼薯,葛薯,沙葛,地瓜,三角薯",澱粉類,31,0.7,0.1,6.8
B0700101,紅馬鈴薯(粉紅珍珠馬鈴薯),"洋芋,洋薯,洋山芋,荷蘭薯,日本番薯,塊茄",澱粉類,66,1.6,0,14.4
B0700201,馬鈴薯,"洋芋,洋薯,洋山芋,荷蘭薯,日本番薯,塊茄",澱粉類,77,2.6,0.2,15.8
B0700202,馬鈴薯(2022年取樣),"洋芋,洋薯,洋山芋,荷蘭薯,日本番薯,塊茄",澱粉類,70,2.3,0,14.9
B0700301,小馬鈴薯(珍珠馬鈴薯),"洋芋,洋薯,洋山芋,荷蘭薯,日本番薯,塊茄",澱粉類,59,1.7,0,12.8
B0720101,馬鈴薯粉,太白粉,澱粉類,346,0.1,0.1,83.8
B0800101,荸薺,"水栗,地栗,馬蹄,馬薯,烏芋,水燈心草,海蔥仔,水蔥仔",澱粉類,67,1.7,0.1,14.5
B0820101,荸薺粉,"水栗粉,地栗粉,馬蹄粉,馬薯粉,烏芋粉,水燈心草粉,海蔥仔粉,水蔥仔粉",澱粉類,365,0.4,0.2,87.8
B0900101,蓮藕,"蓮根,藕,芙蕖,荷花藕",澱粉類,65,2,0.2,13.5
B0900201,熟蓮藕,"蓮根,藕,芙蕖,荷花藕",澱粉類,50,1.1,0.1,11
B0900202,熟蓮藕切片(水煮),"蓮根,藕,芙蕖,荷花藕",澱粉類,73,0.8,0,16.9
B0920101,蓮藕粉,,澱粉類,365,0.1,0.1,88.3
B1000101,菱角(生),"菱,芰,龍角,羊家,紅菱",澱粉類,76,1.9,0.3,16.1
B1000201,菱角仁(生),,澱粉類,118,4.1,0.3,24.1
B1000301,菱角(熟),"菱,芰,龍角,羊家,紅菱",澱粉類,146,4.2,0.3,31
B9900201,蒟蒻粉,,澱粉類,351,0.2,0.2,87.2
C0105101,甘扁桃仁片(生),杏仁片(生),堅果及種子類,564,27.3,47.8,17
C0110101,甘扁桃仁片(熟),杏仁片(熟),堅果及種子類,618,23.4,56.9,14.8
C0110201,甘扁桃仁(熟),杏仁果(熟),堅果及種子類,588,21.9,49.8,23.2
C0205101,松子仁(生),,堅果及種子類,678,16.6,69.5,9.4
C0210101,原味松子仁,,堅果及種子類,680,14.5,69,13
C0310101,原味夏威夷豆,夏威夷火山豆,堅果及種子類,700,7.5,71.6,18.2
C0405101,生核桃,,堅果及種子類,667,15.4,67.9,11.2
C0500101,栗子(生),,堅果及種子類,264,4.6,1.4,57.9
C0500202,栗子仁(生),,堅果及種子類,176,3.7,0.7,38.7
C0710101,開心果,,堅果及種子類,601,22.4,52.7,20.1
C0805101,腰果(生),,堅果及種子類,568,18.3,45.5,30.3
C0810101,原味腰果,,堅果及種子類,566,16.4,43.7,35.2
C0905101,原味榛果,,堅果及種子類,672,13,66.5,17.2
C1005101,山粉圓,,堅果及種子類,400,16.3,12.8,58
C1305101,亞麻仁籽,,堅果及種子類,524,20.8,40.3,28.1
C1320101,亞麻仁籽粉,,堅果及種子類,557,21.7,43.6,28.6
C1410101,咖啡豆(曼特寧),,堅果及種子類,437,13.9,14.9,65.1
C1505101,奇亞子,,堅果及種子類,483,21.7,31.8,34.8
C1605101,白芝麻(生),,堅果及種子類,598,22.3,54.9,15
C1605102,黑芝麻(生),,堅果及種子類,551,22.2,48.1,17.6
C1610101,白芝麻(熟),,堅果及種子類,626,20.3,58.7,15.7
C1610102,白芝麻(熟)2022年取樣),,堅果及種子類,601,21.7,52.4,21.2
C1610201,黑芝麻(熟),,堅果及種子類,599,17.3,54.4,20.6
C1610202,黑芝麻(熟)(2022年取樣),,堅果及種子類,591,20.7,51.8,21.1
C1620101,黑芝麻粉,,堅果及種子類,601,15.7,55.2,20.8
C1700101,帶殼花生(生),"土豆,長生果,落花生",堅果及種子類,331,15.3,27.2,12.2
C1700201,冷凍帶殼花生(熟),"土豆,長生果,落花生",堅果及種子類,344,17.2,27.4,13.3
C1700301,黑金剛花生(生),"花生,土豆,長壽果",堅果及種子類,553,27.6,46.6,16.6
C1705101,帶膜花生仁(生)(1995年之前取樣),"土豆,長生果,落花生",堅果及種子類,506,28.8,38.5,20.6
C1705201,去膜花生仁(生),"土豆,長生果,落花生",堅果及種子類,558,28.8,45.4,19.1
C1705301,帶膜花生仁(生)(2004年取樣),"土豆,長生果,落花生",堅果及種子類,516,23.6,38.1,28.4
C1710101,紅土帶殼花生(熟),"土豆,長生果,落花生",堅果及種子類,555,31.2,43.9,19.5
C1720101,花生粉,,堅果及種子類,516,28.5,33.8,33
C1800101,芡實,"雞頭米,雞頭",堅果及種子類,343,9.9,0.1,75.4
C2005101,愛玉子,"愛玉,草子仔,草枳子,天拋藤,玉枳,枳子,天拋,風不動",堅果及種子類,407,12.2,12.5,63.7
C2110101,原味葵瓜子(去殼),,堅果及種子類,586,22,51.9,18.7
C2200101,銀杏果,"白果,銀杏核,公孫樹子,鴨腳樹子,靈眼",堅果及種子類,142,4.1,1.2,28.9
C2300101,蓮子,,堅果及種子類,141,9.3,0.5,25.6
C2305101,蓮子(乾),,堅果及種子類,334,21.8,1.2,60.9
D0100101,山竹,"鳳果,都捻子,倒稔子,羅漢果,莽吉柿,果中之后",水果類,69,0.6,0.3,18.1
D02001,木瓜平均值,"番木瓜,番瓜",水果類,38,0.6,0.1,9.9
D0200101,木瓜(2月取樣),"番木瓜,番瓜",水果類,31,0.7,0.1,7.7
D0200102,木瓜(5月取樣),"番木瓜,番瓜",水果類,44,0.7,0.1,11.3
D0200103,木瓜(8月取樣),"番木瓜,番瓜",水果類,33,0.5,0,8.8
D0200104,木瓜(11月取樣),"番木瓜,番瓜",水果類,44,0.4,0.1,11.8
D0200201,青木瓜,"青番木瓜,青番瓜",水果類,29,0.6,0.1,7.2
D0300101,安石榴,"石榴, 榭榴, 謝榴, 樹榴",水果類,67,1.7,0.1,16.8
D0400101,百香果(台農一號),"時計果,西番果",水果類,102,2,2.2,21.3
D0430101,百香果汁,"時計果汁,西番果汁,西番蓮汁,美里瓜汁",水果類,73,0.9,0.4,18.6
D0500101,金黃奇異果,"彌猴桃,猴桃,猴梨,藤梨,毛桃,羊桃,紅藤梨,金桃,楊桃",水果類,59,0.8,0.3,15
D0500201,奇異果,"彌猴桃,猴桃,猴梨,藤梨,毛桃,羊桃,紅藤梨,金桃,楊桃",水果類,56,1.1,0.3,14
D0600101,紅毛丹,"韶子,毛龍眼,毛荔枝",水果類,73,1,0.7,17.9
D0700101,紅龍果(白肉),"火龍果,仙蜜果",水果類,51,0.9,0.4,12.4
D0700201,紅龍果(紅肉),"火龍果,仙蜜果",水果類,50,1.1,0.2,12.3
D08001,北蕉平均值,"香蕉,芎蕉,弓蕉,甘蕉",水果類,85,1.5,0.1,22.1
D0800101,北蕉(2月取樣),"香蕉,芎蕉,弓蕉,甘蕉",水果類,93,1.3,0,24.6
D0800102,北蕉(5月取樣),"香蕉,芎蕉,弓蕉,甘蕉",水果類,92,1.6,0.2,23.7
D0800103,北蕉(9月取樣),"香蕉,芎蕉,弓蕉,甘蕉",水果類,65,1.3,0,16.6
D0800104,北蕉(11月取樣),"香蕉,芎蕉,弓蕉,甘蕉",水果類,90,1.6,0.1,23.4
D0800201,"北蕉(0天,綠皮)","香蕉,芎蕉,弓蕉,甘蕉",水果類,90,1.3,0.3,23.3
D0800301,北蕉(1天),"香蕉,芎蕉,弓蕉,甘蕉",水果類,87,1.4,0.3,22.2
D0800401,北蕉(3天),"香蕉,芎蕉,弓蕉,甘蕉",水果類,84,1.4,0.3,21.3
D0800501,北蕉(7天),"香蕉,芎蕉,弓蕉,甘蕉",水果類,68,1.3,0.2,17.1
D0800601,李林蕉(2007年取樣),"香蕉,芎蕉,弓蕉,甘蕉(牛角蕉,佛手蕉,美人蕉,樹蕉)",水果類,102,1.4,0.3,26.3
D0800602,李林蕉(2012年取樣),"香蕉,芎蕉,弓蕉,甘蕉(牛角蕉,佛手蕉,美人蕉,樹蕉)",水果類,111,1.5,0.1,29.2
D0800701,南華蕉,"香蕉,芎蕉,弓蕉,甘蕉(芭蕉)",水果類,124,1.1,0.1,33.2
D0800801,紅皮蕉(2004年取樣),"香蕉,芎蕉,弓蕉,甘蕉,蘋果蕉",水果類,93,1.3,0.3,24
D0800802,紅皮蕉(2012年取樣),"香蕉,芎蕉,弓蕉,甘蕉,蘋果蕉",水果類,98,1.3,0.2,25.5
D0801101,蛋蕉(2023年取樣),"旦蕉, 一口蕉",水果類,87,1.1,0,23.3
D0900101,酪梨(綠皮),"牛油果(梨),黃油果(梨),油梨,鰐(鱷)梨,幸福果,樂天果",水果類,65,1.6,3.7,7.9
D0900201,酪梨(室溫存放0天),"牛油果(梨),黃油果(梨),油梨,鰐(鱷)梨,幸福果,樂天果",水果類,80,1.5,5.9,7.1
D0900301,酪梨(室溫存放3天),"牛油果(梨),黃油果(梨),油梨,鰐(鱷)梨,幸福果,樂天果",水果類,84,1.4,6.8,6.3
D0900401,酪梨(室溫存放6天),"牛油果(梨),黃油果(梨),油梨,鰐(鱷)梨,幸福果,樂天果",水果類,92,1.5,7.6,6.6
D1000101,榴槤,"榴蓮,流連,山韶子",水果類,132,2.7,1.9,29.7
D1100101,開英種1號鳳梨,"旺來,波羅,黃萊,黃梨,王萊(開英種1號,1號仔,突目仔)",水果類,56,0.6,0.2,14.5
D11002,鳳梨平均值(雜交種),"鳳梨,旺來,波羅,黃萊,黃梨,王萊",水果類,53,0.7,0.1,13.6
D1100201,甘蔗鳳梨,"旺來,波羅,黃萊,黃梨,王萊(台農13號,冬蜜鳳梨)",水果類,57,0.7,0.1,15.1
D1100202,甜蜜蜜鳳梨,"旺來,波羅,黃萊,黃梨,王萊(台農16號)",水果類,42,1,0.1,10.6
D1100203,金鑽鳳梨,"旺來,波羅,黃萊,黃梨,王萊(台農17號,春蜜鳳梨)",水果類,50,0.5,0.1,13.2
D1100204,牛奶鳳梨,"旺來,波羅,黃萊,黃梨,王萊(台農20號)",水果類,60,0.8,0.3,15.4
D1200101,釋迦,"番荔枝,釋迦果,佛頭果,番梨",水果類,104,2.2,0.1,26.6
D1200201,鳳梨釋迦,"旺來釋迦,奇美釋迦,蜜釋迦",水果類,102,1.5,0.4,26
D1300101,桑葚,"桑果,桑葚兒",水果類,32,1.1,0.4,7
D1330101,桑葚汁,"桑果,桑葚兒",水果類,25,0.8,0.2,5.9
D1400101,草莓,,水果類,39,1,0.2,9.3
D1500101,土芭樂,"番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",水果類,39,0.7,0.1,10
D15002,芭樂平均值(白肉),"番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",水果類,40,0.7,0.1,10.2
D1500201,番石榴(珍珠拔)(有機),"牛乳芭樂,牛奶芭樂,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",水果類,40,0.6,0.1,10.4
D1500202,世紀芭樂,"番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",水果類,40,0.7,0.1,10.3
D1500203,珍珠芭樂,"番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",水果類,42,0.7,0.2,10.6
D1500204,泰國芭樂,"番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",水果類,38,0.8,0.1,9.7
D1500205,無子芭樂,"番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",水果類,33,0.7,0,8.6
D1500301,紅心芭樂,"番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",水果類,42,0.8,0.1,10.7
D16001,楊桃平均值,"羊桃,洋桃,陽桃,五稜子,五斂子",水果類,32,0.5,0.1,8.2
D1600101,楊桃(2月取樣),"羊桃,洋桃,陽桃,五稜子,五斂子",水果類,29,0.4,0.1,7.6
D1600102,楊桃(4月取樣),"羊桃,洋桃,陽桃,五稜子,五斂子",水果類,32,0.7,0.1,8.1
D1600103,楊桃(5月取樣),"羊桃,洋桃,陽桃,五稜子,五斂子",水果類,34,0.6,0.1,8.7
D1600104,楊桃(9月取樣),"羊桃,洋桃,陽桃,五稜子,五斂子",水果類,33,0.5,0,8.8
D1600105,楊桃(11月取樣),"羊桃,洋桃,陽桃,五稜子,五斂子",水果類,31,0.4,0,8
D1700101,美國紅葡萄,"蒲桃,蒲萄,草龍珠,蒲陶,葡桃",水果類,69,0.4,0.4,17.7
D1700201,巨峰葡萄,"蒲桃,蒲萄,草龍珠,蒲陶,葡桃",水果類,64,0.5,0.3,16.6
D17003,綠葡萄平均值,"葡萄,蒲桃,蒲萄,草龍珠,蒲陶,葡桃",水果類,58,0.5,0.2,15.3
D1700301,美國綠葡萄,"蒲桃,蒲萄,草龍珠,蒲陶,葡桃(青葡萄,白葡萄)",水果類,64,0.5,0.2,16.8
D1700302,意大利葡萄,"蒲桃,蒲萄,草龍珠,蒲陶,葡桃",水果類,52,0.5,0.1,13.7
D1700401,美國紅葡萄(含皮),"蒲桃,蒲萄,草龍珠,蒲陶,葡桃",水果類,61,0.4,0.1,16.3
D1700501,美國紫葡萄(含皮),"蒲桃,蒲萄,草龍珠,蒲陶,葡桃",水果類,80,0.4,0,21.9
D1700601,美國黑葡萄(含皮),"蒲桃,蒲萄,草龍珠,蒲陶,葡桃",水果類,63,0.6,0.2,16.4
D1700701,美國綠葡萄(含皮),"蒲桃,蒲萄,草龍珠,蒲陶,葡桃(青葡萄,白葡萄)",水果類,87,0.6,0.4,22.7
D1700801,無子紅葡萄(含皮),"蒲桃,蒲萄,草龍珠,蒲陶,葡桃",水果類,72,0.5,0.1,19.2
D1700901,黑美人葡萄(含皮),"蒲桃,蒲萄,草龍珠,蒲陶,葡桃",水果類,66,0.5,0.1,17.4
D1701001,金香葡萄(含皮),"蒲桃,蒲萄,草龍珠,蒲陶,葡桃",水果類,60,0.6,0.1,16
D1710101,葡萄乾,,水果類,306,3.2,1.5,78.7
D18001,蓮霧平均值(粉紅色種),"璉霧,輦霧,洋蒲桃",水果類,39,0.4,0.3,10
D1800101,蓮霧(紅寶石),"璉霧,輦霧,洋蒲桃,水蓊",水果類,33,0.3,0.3,8.1
D1800102,蓮霧(黑金剛),"璉霧,輦霧,洋蒲桃,水蓊",水果類,34,0.5,0.1,8.8
D1800103,蓮霧(黑珍珠),"璉霧,輦霧,洋蒲桃,水蓊",水果類,51,0.3,0.4,13
D1900101,華寶大西瓜(花蓮),"水瓜,寒瓜,夏瓜",水果類,33,0.7,0.1,8.4
D19002,西瓜平均值(紅肉小瓜),"水瓜,寒瓜,夏瓜",水果類,33,0.8,0.1,8
D1900201,皇宮西瓜,"水瓜,寒瓜,夏瓜",水果類,32,0.7,0.1,8.1
D1900202,紅鈴西瓜,"水瓜,寒瓜,夏瓜",水果類,34,0.8,0.1,8.5
D1900203,黑美人西瓜,"水瓜,寒瓜,夏瓜",水果類,36,0.9,0.1,9.1
D1900204,鳳光西瓜,"水瓜,寒瓜,夏瓜",水果類,27,0.7,0.2,6.5
D1900301,無籽西瓜,"水瓜,寒瓜,夏瓜",水果類,33,0.9,0,8.2
D19004,西瓜平均值(黃肉小瓜),"水瓜,寒瓜,夏瓜",水果類,29,0.7,0,7.3
D1900401,小玉西瓜,"水瓜,寒瓜,夏瓜",水果類,34,0.8,0.1,8.7
D1900402,金蘭西瓜,"水瓜,寒瓜,夏瓜",水果類,24,0.6,0,6
D1900501,嘉寶瓜,"水瓜,寒瓜,夏瓜(嘉寶兵瓜)",水果類,40,0.8,0.2,10
D20001,甜瓜平均值(光皮洋香瓜),"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜",水果類,30,0.9,0.1,7.2
D2000101,太陽洋香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜",水果類,32,1.2,0,7.8
D2000102,狀元瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜",水果類,27,0.7,0.1,6.6
D2000103,蜜世界洋香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜",水果類,29,0.7,0.1,7.1
D20002,甜瓜平均值(東洋系脆瓜),"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜",水果類,37,1,0.2,8.9
D2000201,美濃瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜",水果類,37,1.1,0.2,8.8
D2000202,黃香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜",水果類,30,0.6,0.2,7.5
D2000203,嘉玉甜瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜",水果類,43,1.3,0.1,10.4
D2000301,洋香瓜(新世紀),"網仔瓜,哈密瓜",水果類,39,0.7,0,10.1
D2000302,新疆哈密瓜,"網仔瓜,哈密瓜",水果類,28,0.7,0.1,6.9
D2000303,洋香瓜(卡蜜拉),"網仔瓜,哈密瓜",水果類,38,0.6,0.2,9.5
D20004,甜瓜平均值(網紋洋香瓜),"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",水果類,37,0.9,0,9.3
D2000401,七股香洋香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",水果類,40,0.6,0.1,10.5
D2000402,天香洋香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",水果類,44,0.8,0,11.6
D2000403,秋香洋香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",水果類,34,1,0,8.4
